source_id,language,origin,text
de_76,de,gemini,"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil und mit ähnlicher Länge:

**Weihnachten außerhalb der Zelle: Vatileaks-Angeklagter unter Hausarrest**

Vatikanstadt – Der einzige Häftling im Vatikan darf die Feiertage in Freiheit verbringen – zumindest eingeschränkt. Wie Vatikansprecher Federico Lombardi am Mittwoch laut Kathpress mitteilte, wurde der spanische Geistliche Lucio Angel Vallejo Balda aus der Gendarmeriezelle entlassen. Er befindet sich demnach bereits seit Dienstag in einer anderen Unterkunft innerhalb des Kleinstaates unter Hausarrest. Vallejo, der als Sekretär der Wirtschaftspräfektur des Heiligen Stuhls tätig war, saß seit Anfang November in Untersuchungshaft. Er ist einer von fünf Angeklagten im laufenden Vatileaks-2-Prozess und war der einzige Insasse des vatikanischen Gefängnisses. Die Anklage wirft ihm vor, geheime Dokumente an zwei italienische Journalisten weitergereicht zu haben. Seit Anfang Dezember läuft das Verfahren vor einem vatikanischen Gericht, bei dem ihm eine mehrjährige Haftstrafe droht."
de_77,de,gemini,"Hier ist eine umgeschriebene Fassung im natürlichen Nachrichtenstil, die dem Original in Länge und Thema entspricht:

**Wien – Das Zentrum für Soziale Innovation (ZSI) beteiligt sich an einem EU-weiten Projekt, das Forschung und Gesellschaft enger vernetzen soll.** 

Die Beziehung zwischen Wissenschaft und Öffentlichkeit ist von einem Widerspruch geprägt: Einerseits prägen technische Errungenschaften zunehmend unseren Alltag, andererseits wird die Forschung selbst immer spezieller und für Laien kaum noch nachvollziehbar. Um dieser Entfremdung entgegenzuwirken, hat die Europäische Kommission das Konzept „Responsible Research and Innovation“ (RRI) ins Leben gerufen. Insgesamt 26 europäische Institutionen arbeiten an dem geförderten Projekt, das Politik, Wirtschaft, Forschende und die Bevölkerung mit praktischen Hilfsmitteln ausstatten soll, um eine nachhaltigere Forschung zu ermöglichen.

Der Begriff der „Tools“ (Werkzeuge) ist allerdings nicht unumstritten. Er klinge etwas technokratisch, obwohl es eigentlich um einen tiefgreifenden Wandel von Denkweisen und Praktiken gehe, erklärt Ilse Marschalek vom ZSI, die das Projekt in Österreich koordiniert. Zudem gebe es Kritik, dass das Konzept zwar auf dem Papier existiere, aber oft noch der Bezug zur praktischen Umsetzung fehle.

**Gemeinsame Verantwortung statt Vorwürfe**

Wenn Forschende mit RRI konfrontiert werden, reagieren sie laut Marschalek oft abwehrend mit der Frage, ob ihre Arbeit bisher etwa nicht verantwortungsvoll gewesen sei. Darum gehe es jedoch nicht: Vielmehr soll die Verantwortung künftig auf mehrere Schultern verteilt werden – von der Wissenschaft über die Politik bis hin zur Wirtschaft. 

Nachdem in den vergangenen anderthalb Jahren zahlreiche Workshops und Gespräche stattgefunden haben, steht nun die konkrete Entwicklung von Arbeitshilfen an. Wie diese genau aussehen werden, ist noch offen; im Gespräch sind Trainingsmodule, Infovideos oder Leitfäden, mit denen Forschende ihre eigene Arbeit besser reflektieren können. Letztlich ziele das Projekt auf einen Paradigmenwechsel ab, so Marschalek: weg vom traditionellen Elfenbeinturm, hin zu einer Wissenschaft, die gemeinsam mit der Gesellschaft und für sie agiert.

Dazu brauche es nicht nur ein Umdenken in den Köpfen der Forschenden, sondern auch in der Vergabe von Fördermitteln, ergänzt ZSI-Mitarbeiterin Katharina Handler. Es müsse kritisch hinterfragt werden, wofür Gelder eingesetzt werden und welche gesellschaftlichen Gruppen davon profitieren. Angesichts rasanter Fortschritte in Bereichen wie Nano- und Gentechnik sei ein neues Nachdenken über Technikakzeptanz dringend nötig, betont Marschalek. Da Hightech längst unseren Alltag bestimmt, wächst auch das Bedürfnis der Menschen, sich stärker einzubringen und mitzureden.

**Parallelen in Österreich**

Eine ähnliche Initiative verfolgt hierzulande das Wissenschaftsministerium mit „Responsible Science“. Durch einen verstärkten Dialog soll das Vertrauen in die Forschung gestärkt werden – ein wichtiges Anliegen in Österreich, das im Europavergleich traditionell als eher wissenschaftskeptisch gilt."
de_78,de,gemini,"Hier ist eine natürliche und dem Nachrichtenstil entsprechende Formulierung:

Amtlichen Schätzungen zufolge werden sich die Kosten für die Versorgung in den kommenden zwei Jahren auf 7,4 Milliarden Euro belaufen. Aus rechtlichen Gründen kann der vollständige Artikel, der auf Agenturmeldungen beruht, gegenwärtig nicht mehr bereitgestellt werden."
de_79,de,gemini,"Hier ist eine sprachlich überarbeitete Version im natürlichen Nachrichtenstil:

**ÖBB planen Einstieg in den Carsharing-Markt**

Wien – Die ÖBB wollen künftig überschüssige Dienstwagen an ihre Kunden vermieten. Der konzerneigene Fuhrpark umfasst rund 600 Fahrzeuge, die künftig Teil des Mobilitätsangebots werden sollen, erklärte ÖBB-Chef Christian Kern gegenüber dem „Kurier“. Eine Aufstockung der Flotte durch Zukäufe ist nicht vorgesehen. Im Vergleich zu klassischen Carsharing-Anbietern müssen Nutzer allerdings Abstriche bei der Flexibilität machen: Die Fahrzeuge müssen zwingend zum jeweiligen Anmietbahnhof zurückgebracht werden. Aktuell läuft ein interner Testlauf, bei dem Bahn-Mitarbeiter das Buchungssystem erproben. Noch im Sommer wollen die ÖBB zudem auf dem florierenden Markt für Fernbusse Fuß fassen."
de_80,de,gemini,"Hier ist eine redigierte Fassung im typischen Stil einer Nachrichtenagentur:

**Vom „Maestro“ zum Sündenbock: Alan Greenspan wird 90**

Fast zwanzig Jahre lang galt er als mächtigster Notenbanker der Welt, doch die Finanzkrise hat sein Vermächtnis schwer beschädigt. Zum heutigen Sonntag begeht der langjährige Chef der US-Zentralbank Fed, Alan Greenspan, seinen 90. Geburtstag. 

Um die Jahrtausendwende wurde der damalige Fed-Chef noch als „größter Zentralbanker der Weltgeschichte“ gefeiert. Jahrelang genoss er an den Märkten Kultstatus, galt als unfehlbares Orakel und genoss parteiübergreifende Unterstützung. Seine Karriere an der Spitze der Federal Reserve hatte 1987 begonnen. Gleich zu Beginn musste er sich beim historischen Börsencrash am „Schwarzen Montag“ bewähren – und stoppte die Panik erfolgreich mit massiven Geldspritzen.

Es folgten Jahre des beispiellosen wirtschaftlichen Aufschwungs. Greenspan schien Konjunktur und Inflation mühelos zu steuern. Selbst nach den Terroranschlägen von 2001 reagierte er mit Zinssenkungen, die den nächsten Abschwung verhinderten. Die Märkte verließen sich blind auf seine „magische Hand“ in der Gewissheit, dass die Notenbank im Ernstfall eingreifen würde.

Im Jahr 2006 trat Greenspan ab, die Aufarbeitung der Krise überließ er seinem Nachfolger Ben Bernanke. Doch aus heutiger Sicht gilt die jahrelange Niedrigzinspolitik unter Greenspan als Brandbeschleuniger für die Spekulationsblasen, die 2007 zum Kollaps des US-Immobilienmarktes und der weltweiten Finanzkrise führten. Fehler weist der 90-Jährige bis heute von sich – er habe schließlich rechtzeitig vor Überhitzungen gewarnt."
de_81,de,gemini,"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originals beibehält:

**Erfolgreicher Abschluss auf der Mariahilfer Straße: Budget um eine halbe Million unterschrieben**

Wien – Mit einer kleinen technischen Panne ist am Freitag die Umgestaltung der Wiener Mariahilfer Straße zu Ende gegangen. Beim symbolischen Verlegen des letzten Pflastersteins versagte der Vakuumsauger, der Stein löste sich und zerbrach. Erst der zweite Anlauf saß – ein Zwischenfall, der symbolhaft für die gesamte Entstehungsgeschichte der neuen Begegnungszone steht. 

Vor allem Verkehrsstadträtin Maria Vassilakou (Grüne) zeigte sich bei der finalen Präsentation sichtlich erleichtert. Das Projekt war jahrelang von heftigem Gegenwind begleitet worden. Besonders Wirtschaft und Opposition hatten die Pläne zur Fußgängerzone vehement kritisiert, und auch der damalige Koalitionspartner SPÖ zögerte zunächst. Erst eine knappe Volksbefragung in den Bezirken Mariahilf und Neubau brachte die Wende. Die Strapazen der vergangenen zwei Jahre seien spurlos an ihr vorübergegangen, scherzte Vassilakou mit Blick auf das ein oder andere neue graue Haar. 

Trotz der holprigen Vorgeschichte zieht die Stadt eine durchgehend positive Bilanz. Nicht nur der Zeitplan wurde eingehalten, auch finanziell blieb man im grünen Bereich: Laut Projektkoordinator Peter Lux wird das Budget von 25 Millionen Euro voraussichtlich um rund 500.000 Euro unterboten; die endgültige Abrechnung läuft noch. Vassilakou sprach von einem „gelungenen Projekt“, das sie glücklich mache. Man habe viel gelernt, etwa dass ein Testabschnitt zu Beginn als Anschauungsobjekt hilfreich gewesen wäre. 

Die „Mahü“ soll jedoch kein Einzelfall bleiben. Laut der Stadträtin gibt es in den Bezirken zahlreiche Wünsche nach ähnlichen Reformen, um die Lebensqualität durch Verkehrsberuhigung und Grünflächen zu steigern. An die Dimensionen der Mariahilfer Straße werde ein künftiges Projekt allerdings nicht heranreichen.

Gefeiert wird das Ende der Bauarbeiten erst am Samstag mit einem großen Straßenfest. Neben Prominenten wie den Song-Contest-Teilnehmern „The Makemakes“ und der Band „Tagtraeumer“ erwartet die Besucher ein buntes Programm mit Kletterwand, Kinderanimation und einer Rüttelplatte. Für die Feierlichkeiten wird die gesamte Meile für den Verkehr gesperrt, was auch zu Umleitungen beim Bus 13A führt.

Kritik kommt indessen vom ÖAMTC. Es sei verfrüht, jetzt schon in uneingeschränkten Jubel auszubrechen, ließ der Autofahrerclub via Aussendung verlauten. Weder die Verkehrsabläufe auf der neuen Begegnungszone noch die Folgen für die angrenzenden Grätzel ließen sich zum jetzigen Zeitpunkt seriös bewerten, weshalb man vor einer schnellen Kopie des Konzepts in anderen Bezirken warnt."
de_82,de,gemini,"Hier ist eine umgeschriebene Fassung im natürlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Freiheit nach 55 Tagen im Hungerstreik. Jerusalem** – Nach einem lebensgefährlichen Protest im Gefängnis darf ein prominenter palästinensischer Häftling nach Hause. Wie das israelische Fernsehen am Montag berichtete, hat Israel der Freilassung von Khader Adnan, einem führenden Mitglied des Islamischen Jihad, noch vor Ende des Ramadans zugestimmt. Im Gegenzug beendet der 37-Jährige seinen nunmehr 55 Tage währenden Hungerstreik. Wegen seines kritischen Gesundheitszustands wird Adnan derzeit in einem israelischen Krankenhaus medizinisch versorgt. 

Zuvor hatten Beobachter gewarnt, dass ein Tod des in den Autonomiegebieten sehr populären Häftlings neue Unruhen im Nahostkonflikt hätte auslösen können. Israel hatte den Islamisten vor rund einem Jahr im Westjordanland festgenommen – im Zuge einer Razzia nach der Entführung und Tötung dreier israelischer Jugendlicher durch militante Palästinenser. Adnan befand sich seither ohne offizielle Anklage in sogenannter Verwaltungshaft. Diese umstrittene Maßnahme erlaubt es den Behörden, Verdächtige aus Sicherheitsgründen für sechs Monate oder länger gefangen zu halten, ohne ihnen den Prozess zu machen. Bereits im Februar 2012 hatte Adnan einen 66-tägigen Hungerstreik erst nach einer ähnlichen Vereinbarung abgebrochen."
de_83,de,gemini,"Hier ist eine Version im natürlichen, sachlich-journalistischen Nachrichtenstil:

**Protest gegen Open-Air-Toilette in San Francisco**

San Francisco – Ein neues Freiluft-Pissoir am Rande eines beliebten Parks sorgt in San Francisco für heftigen Streit. Obwohl sich im Vorfeld viele Anwohner für das in den USA neuartige, offene Modell starkgemacht hatten, geht nun die „Chinese Christian Union“ gemeinsam mit weiteren Bürgern gerichtlich dagegen vor. In der Klageschrift wird moniert, dass die lediglich durch ein Gitter sichtgeschützte Anlage anstößig sei und die Privatsphäre verletze. Zudem bemängeln die Kläger eine starke Geruchsbelästigung sowie unhygienische Zustände, da vor Ort keine Händewaschmöglichkeiten existieren. Auch sei das Pissoir gegenüber Frauen und Menschen mit Behinderungen diskriminierend; die Initiatoren fordern daher den sofortigen Abbau. 

Die Stadtverwaltung hatte das Urinal im Zuge einer Parksanierung zusätzlich zu herkömmlichen Sanitäranlagen errichten lassen, um dem weitverbreiteten Wildpinkeln entgegenzuwirken. Ein Einlenken lehnt die Stadt jedoch ab. Ein Sprecher der Justizbehörde zeigte sich befremdet über die Klage: Angesichts der Tatsache, dass der Dolores Park seit Jahren für seine bunte Gegenkultur mit nackten Sonnenanbetern und Drogenkonsum bekannt sei, sei es überraschend, dass man sich ausgerechnet an einem öffentlichen Pissoir störe."
de_84,de,gemini,"Hier ist eine sprachlich überarbeitete Fassung im Stil einer modernen Nachrichten- oder Hintergrundanalyse, die Länge und Thema beibehält:

Der Erfolg der FPÖ ist längst kein isoliertes Phänomen mehr. Ob Geert Wilders in den Niederlanden mit einem knappen, aber euphorischen „Fantastic“ oder Italiens Lega-Chef Matteo Salvini mit einem schlichten „Trionfo“: Nach Norbert Hofers starkem Abschneiden bei der Bundespräsidentenwahl blickt Europas rechte Szene voller Bewunderung nach Österreich. Doch im Gegensatz zur Ära Jörg Haiders steht die FPÖ heute nicht mehr allein da. In ganz Europa erleben rechtspopulistische Kräfte einen Höhenflug. Ihr gemeinsames Erfolgsrezept in Zeiten von Wirtschaftskrise und Zuwanderung ist das Versprechen einer Rückkehr in nationale Sicherheit. 

Die Zahlen sprechen für sich: Ungarns Fidesz regiert ebenso mit absoluter Mehrheit wie die PiS in Polen. Auch die Dänische Volkspartei erzielt starke Ergebnisse, und der französische Front National wurde bei der Europawahl 2014 stärkste Kraft in Frankreich. In Staaten wie Schweden, Finnland, Großbritannien und den Niederlanden haben sich Rechtspopulisten fest jenseits der Zehn-Prozent-Hürde etabliert. Selbst Deutschland, das lange als immun galt, hat dieser Strömung nicht standgehalten: Die AfD feierte teils drastische Wahlerfolge in den Bundesländern – gipfelnd in 24,2 Prozent in Sachsen-Anhalt –, womit ihr der Einzug in den Bundestag gesichert schien.

Was diese Bewegungen heute schlagkräftiger macht als früher, ist ihre europaweite Vernetzung. Während osteuropäische Parteien teilweise noch an historischen Nationalkonflikten laborieren, haben die westlichen Rechten ihre alten Gräben zugeschüttet. Sie einen sich im Kampf gegen gemeinsame Feindbilder: den Islam, die Europäische Union und zunehmend auch die Globalisierung samt internationaler Konzerne. Viele dieser Parteien – die FPÖ fungiert hier als Vorbild – haben wirtschaftsliberalen Ballast abgeworfen und bedienen stattdessen antikapitalistische Töne. So war es im österreichischen TV-Duell bezeichnenderweise nicht die linke Seite, sondern Norbert Hofer, der am schärfsten gegen das Freihandelsabkommen TTIP agitiert. 

Die europäischen Rechtsparteien haben ihre Programmatik passgenau auf die Sorgen vieler Bürger zugeschnitten. Die Angst vor unkontrollierter Zuwanderung vermischt sich dabei mit tiefen Abstiegsängsten. Angesichts stagnierender Arbeitsmärkte und einer prekarisierten Berufswelt greift diese Verunsicherung längst weit in die bürgerliche Mitte aus."
de_85,de,gemini,"Hier ist eine inhaltlich identische, sprachlich überarbeitete Version im natürlichen Stil einer Sportnachrichten-Agentur oder Tageszeitung:

Gianni Infantino ist der neue Mann an der Spitze des Fußball-Weltverbandes. Der Schweizer setzte sich am Freitag beim außerordentlichen Fifa-Kongress in Zürich im entscheidenden zweiten Wahlgang mit 115 zu 88 Stimmen gegen den favorisierten Scheich Salman bin Ibrahim al-Khalifa aus Bahrain durch. 

Die Wahl in Zürich entwickelte sich wie erwartet zu einem wahren Marathon, der sich über mehr als fünf Stunden hinzog. Nach dem Verzicht des Südafrikaners Tokyo Sexwale brachte bereits der erste Durchgang eine knappe Führung für Infantino (88:85 Stimmen). Da die absolute Mehrheit verpasst wurde, kam es erstmals seit 1974 zu einer Stichwahl. Um Punkt 18 Uhr stand die Überraschung fest: Der 45-jährige Europäer, der als Ersatz für den gesperrten Michel Platini angetreten war, machte das Rennen. Den entscheidenden Pusch erhielt Infantino dabei durch die Stimmen der abgeschlagenen Mitbewerber Prinz Ali bin Al Hussein und Jérôme Champagne, deren Lager fast geschlossen zu ihm wechselten. Der sichtlich bewegte Sieger kündigte an, ein Präsident für alle 209 Mitgliedsverbände sein zu wollen und den Ruf der Fifa gemeinsam wiederherzustellen.

Bereits vor der Kür des neuen Chefs hatte der Verband den Weg für einen Neustart geebnet. Unter dem Druck von Justizbehörden, Politik und Sponsoren sowie nach einem dramatischen Einbruch der Finanzen – 2015 musste die Fifa erstmals seit Jahren rote Zahlen schreiben – stimmten 89 Prozent der Delegierten für ein weitreichendes Reformpaket. Amtszeiten wie die des langjährigen Machthabers Joseph Blatter gehören damit der Vergangenheit an. 

Die Statutenänderungen, die unter anderem mehr Transparenz, eine Gewaltenteilung und Frauenquoten vorsehen, treten in 60 Tagen in Kraft. Künftig wird das allmächtige Exekutivkomitee durch ein breiter aufgestelltes „Fifa-Council“ ersetzt, das rein strategisch agiert. Das operative Milliardengeschäft wandert zum Generalsekretariat. Der neue Präsident verliert dadurch an direkter Macht und ist nicht mehr allein zeichnungsberechtigt. Ob der Neustart gelingt, dürfte vor allem von der Besetzung des einflussreichen Generalsekretärs abhängen, den der Präsident künftig zwar vorschlägt, vom Rat aber absegnen lassen muss. Ein Risiko bleibt indes bestehen: Im neuen Führungsgremium sitzen weiterhin viele jener Funktionäre, die die jahrelange Krise des Verbandes mitzu verantworten haben."
de_86,de,gemini,"Hier ist eine überarbeitete Version im natürlichen, sachlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

Im Umgang mit der anhaltenden Flüchtlingskrise zeigen sich auch im Profifußball immer mehr Vereine solidarisch. So hat der österreichische Bundesligist Austria Wien angekündigt, ab sofort jeden Freitag um 15 Uhr ein geregeltes Training für Flüchtlinge in der vereinseigenen Akademie anzubieten, das von eigenen Coaches geleitet wird. „Das zeigt, dass wir über unseren Tellerrand hinausblicken und mehr darstellen als einen reinen Fußballverein“, erklärte Austria-Vorstand Markus Kraetschmer. Ergänzend dazu trugen die „Veilchen“ am Mittwochabend ein Benefizspiel beim Zweitligisten FAC aus, dessen Einnahmen vollständig der Betreuung unbegleiteter minderjähriger Flüchtlinge zugutekommen. 

Auch in Deutschland beziehen prominente Clubs und Sportler klar Position. Unter dem Hashtag #stehtauf rufen Schalke 04 und bekannte Gesichter wie Gerald Asamoah und Hans Sarpei zu mehr Mitgefühl auf. „Wir attackieren Menschen, die absolut nichts besitzen und Schutz suchen? Jeder sollte einmal in sich gehen und nachdenken“, appelliert Asamoah in einem am Dienstag veröffentlichten Videoclip des Vereins, an dem sich Spieler, Trainer und Vorstand beteiligen. 

Zudem demonstriert die deutsche Fußball-Nationalmannschaft geschlossen Solidarität. Unter der Führung von Kapitän Bastian Schweinsteiger beziehen die Weltmeister in einem Video deutlich Stellung gegen Gewalt und Fremdenhass und werben stattdessen für ein tolerantes Deutschland. In dem kurzen Spot halten fünf Nationalspieler nacheinander Schilder mit Kernwerten hoch: Schweinsteiger steht für Hilfsbereitschaft, Jérôme Boateng für Respekt, İlkay Gündogan für Integration, Mesut Özil für Weltoffenheit und Toni Kroos für Fairplay. Zum Abschluss zeigt das Quintett gemeinsam die Botschaft: „Gegen Gewalt und Fremdenhass.“"
de_87,de,gemini,"Hier ist eine Version in eigenen Worten, die den ironischen, kritischen Ton des Originals beibehält, ungefähr gleich lang ist und wie ein typischer meinungsstarker Medienkommentar klingt:

Wo Michael Jeannée über den Anstand wacht, bleibt kein Stein auf dem anderen – und genau um dieses Thema soll es heute gehen. Doch bevor wir uns dem guten Benehmen widmen, gibt es erfreuliche Post aus der Rubrik Zähneknirschen: Das freiheitliche Magazin *Zur Zeit* musste – wenn auch nicht ganz freiwillig, sondern per Gerichtsurteil im Namen der Republik – eine handfeste Falschbehauptung richtigstellen. 

Im Mai des Vorjahres hatte das Blatt die Journalistin Colette M. Schmidt noch als „Märchen-tante“ verunglimpft und ihr vorgeworfen, mit allen Mitteln die Existenz unbescholtener, rechts stehender Bürger ruinieren zu wollen. Zur Untermauerung diente der Redaktion damals ein vermeintlich todsicheres Indiz: Schmidt sei eine Patchwork-Mutter, und es sei ja allgemein bekannt, dass dieser Frauentyp die systematische Existenzvernichtung quasi im Blut habe. Da die im Gerichtssaal herbeifantasierten Opfer jedoch beim besten Willen nicht aufzutreiben waren, verurteilte das Wiener Landesgericht für Strafsachen das Magazin wegen übler Nachrede zu einer Entschädigung. 

Für das rechte Blatt eine herbe Schmach, die man jedoch nicht auf sich sitzen lassen wollte. Unter einem Foto der Journalistin wurde enthüllt: Colette M. Schmidt, geboren 1971 in Kanada. Womit für die Redaktion alles gesagt war – was Gutes kann schließlich nicht aus dem Ausland kommen!

Doch nun zum eigentlichen Thema: Gutes Benehmen ist wieder gefragt. Allerdings nicht überall, glaubt man dem selbsternannten Knigge der Boulevardpresse, Michael Jeannée. Als echtes Schreckgespenst der feinen Brüsseler Finanzwelt galt einst der griechische Ex-Minister Yanis Varoufakis. Er sprach Klartext über die dortigen Sanierungsmethoden und zeigte sich auch noch stolz auf die Verachtung, die ihm dafür entgegengebracht wurde. Das rief den Benimm-Experten der *Krone* auf den Plan, der Varoufakis prompt als „üble, jämmerliche und unsympathische Figur“ und „notorischen Falschspieler“ titulierte. Ob Varoufakis seine Kollegen jemals ähnlich beschimpft hat, ist unwahrscheinlich – aber wo Jeannée den Ton angibt, wächst eben kein Gras mehr.

Noch mehr Fett weg als der Brüsseler Motorrad-Schreck bekam wenig später *Falter*-Herausgeber Armin Thurnher, der Varoufakis in einem Leitartikel unter dem Titel „Schlechtes Benehmen wieder gefragt“ verteidigt hatte. Vielleicht geschah das nicht ganz zu Unrecht: Thurnher kritisierte zwar das dünnhäutige Gehabe der EU-Granden, räumte aber gleichzeitig ein, Varoufakis hätte die Eurozone retten können, wenn er seine Positionen nur mit besseren Manieren vorgetragen hätte. Eine etwas naive Hoffnung, wie selbst Thurnher mit einem Zitat von Karl Marx einsieht – wonach bloße Empörung noch keinen echten Widerstand ersetzt.

Ob die Aufregung um Varoufakis nun tatsächlich das Resultat einer geeinten Bourgeoisie war oder doch nur an seinen mangelnden Manieren lag, konnte am Ende ohnehin nur einer endgültig klären: Michael Jeannée. Der lebt seit Jahren von der kreativen Masche, den *Falter* beharrlich als „Bolschewikenblattl“ zu beschimpfen. Seine jüngste Kolumne leitete er dementsprechend mit den Worten ein: „Sie werden das Wiener Bolschewikenblattl Falter und seinen Chefredakteur Armin Thurnher nicht kennen“ – und unterstellte seinem Publikum damit eine fast schon beleidigende Amnesie. In Jeannées Fall darf man eine solche Gedächtnislücke allerdings ausnahmsweise als wohltuend empfinden."
de_88,de,gemini,"Hier ist eine naturalistische, journalistische Umformulierung im gleichen Stil und mit ähnlicher Länge:

Beim Start seines neuen Streaming-Dienstes Apple Music setzt der iPhone-Konzern auf eine maximale Bitrate von 256 kbps – und bleibt damit seiner bisherigen iTunes-Linie treu. Wie unter anderem das Tech-Portal *TheNextWeb* anmerkt, hinken die Kalifornier damit der gesamten Konkurrenz hinterher. Ob Spotify, Google Play Music, Tidal oder Deezer: Sie alle übertragen Musik mit 320 kbps. Sogar die inzwischen von Apple übernommene Marke „Beats“ hatte diesen Wert einst als Branchenstandard bezeichnet. 

Warum Apple ein niedrigeres Niveau wählt, bleibt zunächst unklar. Zwar ist wissenschaftlich umstritten, ob Hörer den Unterschied zwischen 256 und 320 kbps im Alltag überhaupt wahrnehmen können, zudem spielen Faktoren wie der genaue Codec eine Rolle (hierzu schweigt sich Apple noch aus). Dennoch sorgt die Entscheidung für Kritik: Medien wie *Mashable* werten Apple Music als unausgegoren. Zwar schont die geringere Datenrate das mobile Datenvolumen, allerdings hätte man dies auch den Nutzern selbst überlassen können."
de_89,de,gemini,"**Uni-Zugangsregeln begünstigen Akademikerkinder**

**Wien –** Die Einführung von Zulassungsbeschränkungen an österreichischen Universitäten hat den Anteil von Studierenden aus Akademikerhaushalten in den betroffenen Fächern steigen lassen. Das geht aus einer aktuellen Studie hervor, die am Dienstag bei einer Tagung der Arbeiterkammer (AK) vorgestellt wurde. Die Untersuchung nahm die Entwicklung in Studiengängen wie Human- und Veterinärmedizin, Psychologie, Publizistik und Biologie unter die Lupe. Ausgelöst durch ein EUGH-Urteil, waren solche Hürden hierzulande ab 2005 eingefügt worden.

Besonders deutlich zeigt sich der Trend in der Humanmedizin: Lag der Anteil der Akademikerkinder zwischen 2000 und 2004 noch bei maximal 41 Prozent, kletterte er danach auf über 50 Prozent (aktuell 54,5 Prozent). Ein wesentlicher Faktor dabei ist der Zuzug aus dem Ausland, insbesondere aus Deutschland, wo der Akademikeranteil unter Studierenden generell höher ist – in der Bundesrepublik liegt er laut Ministeriumsangaben bei 68 Prozent, in der Schweiz bei 57 Prozent. Zwar dämpfen feste Quoten von 75 Prozent für Inländer und 20 Prozent für EU-Bürger diesen Effekt, ganz ausgleichen können sie ihn jedoch nicht.

Ähnliche Beobachtungen machten die Forscher in der Veterinärmedizin, wo seit 2005 Eignungstests gelten. Hier sprang der Anteil der Akademikerkinder von 34 auf 46 Prozent im darauffolgenden Jahr. Auch in der Biologie schlug die Regelung direkt an: Als 2005 Beschränkungen eingeführt wurden, stieg der Wert um rund acht Prozentpunkte auf 43 Prozent; nach ihrer Aufhebung im Jahr 2007 fiel er umgehend wieder unter die 40-Marke. In Publizistik und Psychologie trugen ebenfalls vor allem Studierende aus dem Ausland mit höherem sozioökonomischem Hintergrund zu diesem Anstieg bei. Neuere Beschränkungen aus dem Jahr 2013 blieben in dieser Analyse noch außen vor.

Wie stark das Elternhaus den Bildungsweg prägt, belegt eine zweite, von der AK in Auftrag gegebene Untersuchung der Linzer Ökonomen Rene Böheim und Christina Judmayr. Für ihre Studie analysierten sie Daten von mehr als 190.000 Geschwisterpaaren. Das Ergebnis: Wer Geschwister mit maximal Pflichtschulabschluss hat, schafft nur mit einer Wahrscheinlichkeit von drei Prozent den Sprung an die Universität. Mit 44 Prozent ist ein Lehrabschluss oder eine berufsbildende mittlere Schule weitaus wahrscheinlicher, während 39 Prozent ebenfalls nicht über den Pflichtschulabschluss hinauskommen. Umgekehrt machen Geschwister von Akademikern zu 77 Prozent mindestens Matura.

Im internationalen Vergleich ähnelt der österreichische Befund damit stark den Werten aus Skandinavien, während die soziale Herkunft in Deutschland und den USA noch stärkere Auswirkungen zeigt. Obwohl die Daten keine Rückschlüsse darauf zulassen, ob diese Unterschiede biologisch oder sozial bedingt sind, verweisen die Studienautoren auf das Schulsystem: Da eine frühe Trennung von Kindern in unterschiedliche Schultypen die Bildungsungleichheit verstärkt, spiele die Struktur des Bildungssystems eine zentrale Rolle für die Chancengleichheit.

Die Österreichische HochschülerInnenschaft (ÖH) sieht sich durch die Ergebnisse in ihrer Kritik bestätigt. Vizerevisor Florian Kraushofer sprach von einer „protektiven Elitenpolitik“ und forderte abermals die Abschaffung sämtlicher Zugangsbeschränkungen, die aus Sicht der Studierendenvertretung den Zugang für Nicht-Akademikerkinder langfristig erschweren. 

Die Universitätenkonferenz (uniko) betonte hingegen, die Daten müssten differenziert betrachtet werden. Während sich im Bereich der Medizin zweifellos eine soziale Reproduktion der Ärzteschaft zeige, ließen die bisherigen ministeriellen Evaluierungen darüber hinaus keine generellen Hinweise auf negative strukturelle Folgen für die soziale Mischung erkennen, so uniko-Präsident Heinrich Schmidinger."
