text,language,origin
"Hier ist eine Variante im natürlichen Nachrichtenstil, die in Länge und Ton dem Original entspricht:

Was denken eigentlich Wien-Besucher über die Plakate zur Hofburg-Wahl? Eine Straßenumfrage. „Er wirkt eher wie ein netter Opa als wie ein Top-Manager“ – solche Reaktionen zeigen, dass die Werbemotive der Präsidentschaftskandidaten auf Touristen oft ganz anders wirken als von den Agenturen geplant. „DER STANDARD“ hat sich in der Wiener Innenstadt umgehört und Passanten befragt, die weder die Politiker kennen noch die Slogans verstehen.",de,gemini
"Hier ist eine neu formulierte Version im gleichen, typisch österreichischen Gerichtsreportage-Stil, die in Länge und Inhalt nah am Original bleibt:

**Wegen langer Wartezeit im Spital soll ein 58-Jähriger einen Sicherheitsmann mit Pfefferspray attackiert haben. Vor Gericht in Wien zeigte die Richterin fast schon humorvolles Verständnis für die Wurzel des Übels.**

Wien – „Ihnen war sicher ein bisschen fad beim Warten, und dann sind Sie grantig geworden?“ Richterin Martina Krainz bringt den Grund für die Eskalation im Wiener Krankenhaus gleich zu Prozessbeginn auf den Punkt. Der 58-jährige Heinrich S. soll nachts in der Ambulanz ausgerastet sein, nachdem ihm die Wartezeit zu lang wurde, einen Security mit Pfefferspray besprüht und sich später gegen die Polizei gewehrt haben. Auf die Frage nach seinen Vorstrafen reagiert der Angeklagte fatalistisch: „Mit der jetzt sind es 23.“ 

Er zeigt sich teilschuldig: Den Sicherheitsmann habe er zwar attackiert, von einem Widerstand gegen die Beamten will er jedoch nichts wissen. Im Gegenteil, die Polizisten hätten seinen Kopf im Warteraum mehrfach auf den Boden geschlagen. Warum er trotz Waffenverbots einen Pfefferspray einstecken hatte, will Krainz von dem unter Sachwalterschaft stehenden Mann wissen. „Den habe ich davor im Bus gefunden. Ich wusste nicht, dass der unter das Waffenverbot fällt.“ Die Richterin kontert trocken: „Was soll er sonst sein? Ein Kochzubehör?“ Laut seiner Anwältin Katrin Ehrbar hatte S. an jenem Abend zwar Alkohol und Tabletten intus, sei aber klar gewesen. 

Gegen zwei Uhr morgens war er mit einer verletzten Hand in die Ambulanz gekommen – um diese Uhrzeit hatten logischerweise keine Ordinationen mehr geöffnet. Nach rund einer Viertelstunde Wartezeit beschwerte er sich bei einem Pfleger, der sich daraufhin bedroht fühlte und den Security rief. Dieser schildert als Zeuge, S. habe ihm den Mittelfinger gezeigt. Nach einer Ermahnung habe er sich weggedreht, dann aber plötzlich den Sprühstrahl im Gesicht gespürt. Zudem soll der Angeklagte ein Messer gezückt und Stichbewegungen angedeutet haben, weshalb die Polizei gerufen wurde. Beim Eintreffen der Beamten sei S. laut dem Zeugen bereits wieder völlig ruhig gewesen, dennoch an der Wand fixiert worden.

Die Befragung des Pflegers verläuft recht humorvoll. Da der Prozess durch Verzögerungen bei den vorherigen Verhandlungen später begann, entschuldigt sich die Richterin bei ihm: „Kein Problem“, winkt der Zeuge ab. „Wobei, andererseits, ich habe auch schon so lange im Spital warten müssen, also nehme ich das wieder zurück“, amüsiert sich Krainz im Gerichtssaal. 

Ein anwesender Polizist schildert schließlich, dass sich S. bei der spätere Leibesvisitation auf der Inspektion äußerst unkooperativ gezeigt habe. Dabei soll es zu einer kuriosen Szene gekommen sein: Obwohl der Angeklagte von zwei Beamten an der Wand festgehalten wurde, gelang es ihm offenbar, dem Zeugen den Pfefferspray aus einer geschlossenen Gürteltasche zu entwenden. Auch S. selbst will bei dem Einsatz am Kopf getroffen worden sein, weshalb seine Brille weggeflogen sei. Zu einem Urteil kam es noch nicht – Richterin Krainz will zur lückenlosen Klärung des Vorfalls noch weitere Polizisten als Zeugen laden und vertagte den Prozess.",de,gemini
"Hier ist eine inhaltlich identische, sprachlich überarbeitete Version im natürlichen Stil einer Nachrichtenmeldung und mit ähnlicher Länge:

**Wien –** Innenministerin Johanna Mikl-Leitner (ÖVP) hat per Weisung angeordnet, einen Großteil der Asylverfahren in Österreich vorerst auf Eis zu legen. Mit diesem Schritt setzt sie ihre vor Kurzem angekündigten Pläne um, mit denen sie vor allem auf europäischer Ebene Druck zur Entlastung des Landes aufbauen will. Konkret konzentriert das Bundesamt für Fremdenwesen und Asyl (BFA) ab sofort sämtliche Kapazitäten auf die Abwicklung von Fällen nach der EU-weiten Dublin-Verordnung, die rasche Rückschiebungen in zuständige EU-Staaten ermöglichen sollen.

Bereits laufende Verfahren sind von dem Stopp ausgenommen. Neu ankommende Asylwerber müssen sich jedoch auf drastische Verzögerungen einstellen: Ihre Anträge werden zwar entgegengenommen und sie werden in der ohnehin stark überlasteten Grundversorgung untergebracht, eine inhaltliche Bearbeitung findet jedoch nachrangig statt. Eine Ausnahme gilt lediglich dann, wenn ein anderer EU-Mitgliedstaat laut Dublin-Prüfung für das Verfahren zuständig ist. 

Im vergangenen Jahr traf dies auf rund ein Viertel der knapp 23.000 Anträge zu; in etwa 80 Prozent dieser Fälle wurden die Betroffenen in ihr Erstaufnahmeland wie Italien oder Ungarn zurückgeschickt. Mikl-Leitner begründete die Maßnahme damit, dass Österreich durch den im EU-Vergleich raschen Familiennachzug zum „Asylexpress“ und zum Hauptzielland für Flüchtlinge geworden sei.

Kritik kam umgehend von Hilfsorganisationen. Herbert Langthaler von der Asylkoordination bezeichnete es als „inhuman“, besonders den oft über lebensgefährliche Routen geflüchteten Menschen aus Syrien oder dem Irak jegliche Hoffnung auf den legalen Nachzug ihrer Familien zu nehmen. Rechtlich stützt das Innenministerium den Schritt auf unionsrechtliche Regulationsmaßnahmen bei Massenzustrom sowie auf befristete Ausnahmeregelungen. Mikl-Leitner selbst wies den Vorwurf des Nichtstuns zurück: Angesichts der enormen Antragsflut sei die Priorisierung von Dublin-Fällen eine „Entscheidung der Vernunft“, da die Behörden kapazitär schlicht nicht mehr anders handlungsfähig seien.

Experten und Oppositionsschiedsrichter äußerten jedoch massive Bedenken. Der Asylrechtsexperte Georg Bürstmayr verwies auf das Allgemeine Verwaltungsverfahrensgesetz (AVG), wonach Behörden Anträge grundsätzlich innerhalb von sechs Monaten zu bearbeiten haben. Eine Aussetzung müsse im Parlament beschlossen werden; andernfalls stehe sogar der Verdacht des Amtsmissbrauchs im Raum. 

Auch politisch schlug die Weisung hohe Wellen. Die Grünen forderten Mikl-Leitner auf, die Ressortverantwortung abzugeben, und warfen ihr vor, rechtsstaatliche Prinzipien für politische Spielchen zu opferten. Die NEOS sprachen von einer „Bankrotterklärung“, die zu noch mehr Zeltstädten in der Grundversorgung führen werde. Die FPÖ forderte stattdessen schärfere Maßnahmen wie temporäre Grenzkontrollen, während die Sozialistische Jugend (SJ) und die Jungen Grünen den sofortigen Rücktritt der Ministerin forderten, da sie mit der Situation offenkundig völlig überfordert sei.",de,gemini
"Hier ist eine sprachlich überarbeitete Version im natürlichen Nachrichtenstil, die Länge und Inhalt beibehält:

**Verlust für Al-Kaida: US-Luftangriff im Jemen fordert zahlreiche Tote**

Washington – Bei einem gezielten Luftangriff der USA auf ein Ausbildungslager der Terrororganisation Al-Kaida im Jemen sind nach Pentagon-Angaben Dutzende Extremisten getötet worden. Das US-Verteidigungsministerium erklärte am Dienstag, in dem abgelegenen Lager in den Bergen des Bürgerkriegslandes hätten sich zum Zeitpunkt des Angriffs mehr als 70 Mitglieder der Gruppe aufgehalten. Zwar werde die genaue Schadensbilanz noch ausgewertet, erste Erkenntnisse bestätigten jedoch den Tod zahlreicher Kämpfer. 

Mit dem Angriff sei der Terrorgruppe, die den Jemen als Rückzugsort für Anschlagspläne gegen US-Bürger nutzt, ein schwerer Schlag versetzt worden. Im Jemen ist der Ableger Al-Kaida auf der Arabischen Halbinsel (AQAP) stark aktiv. Das Land versinkt seit Jahren in einem verheerenden Bürgerkrieg, in dem ein von Saudi-Arabien angeführtes Militärbündnis seit einem Jahr Luftschläge ausführt. Dabei kämpfen die Truppen des international anerkannten Präsidenten Abd Rabbo Mansur Hadi gegen schiitische Huthi-Rebellen, die große Gebiete im Norden und Westen kontrollieren.",de,gemini
"Hier ist eine Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originals beibehält:

Welche Romane liegen bei Ihnen gerade auf dem Nachttisch, an welchen Orten versinken Sie am liebsten in Geschichten und wessen Lesetipps vertrauen Sie? Erst vor wenigen Tagen haben wir unseren neuen Community-Buchklub aus der Taufe gehoben. Aus drei nominierten Titeln ging Ernest Hemingways Klassiker „Der alte Mann und das Meer“ als Favorit hervor; am 15. Oktober findet dazu die erste Gesprächsrunde statt. Das Projekt ist zwar noch ein Testlauf, doch die Vorfreude bei uns ist riesig. Bevor es losgeht, blicken wir aber auf Ihre aktuellen Lektüren: Welche Bücher, Zeitschriften oder Blogs haben Sie in letzter Zeit besonders gefesselt oder auch gelangweilt? Wo greifen Sie zu, und wo legen Sie ein Buch enttäuscht aus der Hand? Verraten Sie uns auch gerne, wann und wo Sie am liebsten lesen. Wir sind gespannt auf Ihre Rückmeldungen in den Kommentaren und freuen uns schon jetzt auf den Auftakt unseres Buchklubs in zwei Wochen. Bis dahin wünschen wir Ihnen eine schmökerreiche Zeit! (kub, 1.10.2015)",de,gemini
"**Porto-Novo** – In Benin hat am Sonntag die Wahl eines neuen Staatsoberhaupts stattgefunden. Um das Präsidentenamt bewwarb sich ein Rekordfeld von 33 Bewerbern, nachdem der bisherige Machthaber Thomas Boni Yayi nach maximal zulässigen zwei Amtszeiten nicht mehr antreten durfte. Als aussichtsreichster Anwärter galt Regierungskandidat Lionel Zinsou. Der 61-Jährige, der sowohl den französischen als auch den beninischen Pass besitzt, kündigte im Wahlkampf an, massiv in den Agrarsektor zu investieren und neue Jobs zu schaffen. 

Das westafrikanische Entwicklungsland leidet unter hoher Korruption und Jugendarbeitslosigkeit; die Wirtschaft stützt sich vor allem auf den Export von Baumwolle. Laut Berichten von Wahlbeobachtern versuchten einflussreiche politische, religiöse und traditionelle Führungspersönlichkeiten während des Rennens, Stimmen im Auftrag von Kandidaten zu kaufen. Zu Zinsous stärksten Widersachern zählten der 57-jährige Baumwollmagnat Patrice Talon, der Lebensmittelunternehmer Sebastien Ajavon (51), der frühere Regierungschef Pascal Koupaki (64) sowie Abdoulaye Bio Tchane (63), der einst für den IWF in Afrika tätig war.

Von den rund elf Millionen Einwohnern waren etwa 4,7 Millionen Bürger zur Stimmabgabe aufgerufen. Die Wahllokale schlossen um 18.00 Uhr MEZ, mit ersten Ergebnissen wird binnen fünf Tagen gerechnet. Sollte im ersten Durchgang kein Kandidat die absolute Mehrheit erreichen, ist für den 20. März eine Stichwahl angesetzt. Trotz langer Warteschlangen vor den Wahllokalen verlief die Stimmabgabe friedlich. Die Afrikanische Union hatte rund 40 Beobachter in dem zwischen Togo und Nigeria gelegenen Staat im Einsatz.",de,gemini
"Hier ist eine zusammenfassende Neufassung im typischen Sportnachrichten-Stil:

**Salzburg vor Play-off in Minsk stark ersatzgeschwächt**

Red Bull Salzburg steht vor dem Hinspiel im Europa-League-Play-off bei Dinamo Minsk am Donnerstag (18.00 Uhr MESZ/live auf Puls 4) vor großen personellen Herausforderungen. Nach dem enttäuschenden Aus in der Champions-League-Qualifikation will der österreichische Meister zwar den Einzug in die EL-Gruppenphase fixieren, reist jedoch mit einem stark dezimierten Kader nach Weißrussland. Neben den ohnehin schmerzlichen Ausfällen von Kapitän Jonatan Soriano, Omer Damari und Håvard Nielsen fallen kurzfristig auch Abwehrchef Martin Hinteregger (Schambeinentzündung) und Stürmer Marco Djuricin (Knöchelverletzung im Training) aus. Trainer Peter Zeidler muss seine Startelf daher auf einigen Positionen umbauen; für Hinteregger soll Paulo Miranda in der Innenverteidigung auflaufen, im Sturm könnten Dimitri Oberlin und Jordi Reyna beginnen.

Der Gegner aus Minsk geht unterdessen mit breiter Brust in das Duell, das aufgrund von UEFA-Stadionauflagen rund 350 Kilometer entfernt von der Hauptstadt im Stadion von Dinamo Brest ausgetragen wird. Die Weißrussen sind in der heimischen Liga seit Anfang Juni ungeschlagen, feierten zuletzt sieben Siege in Serie und setzten sich in der Qualifikation gegen Warna und den FC Zürich durch. Vor allem der montenegrinische Goalgetter Fatos Beqiraj gilt es für die Salzburger Defensive zu stoppen. 

Minsk-Coach Vuk Rasovic schob den „Bullen“ vor der Partie die Favoritenrolle zu. Zeidler warnte trotz des jüngsten Aufschwungs in der Meisterschaft jedoch davor, den Gegner zu unterschätzen: „Wir brauchen zwei hochkonzentrierte Leistungen, um unser Saisonziel zu erreichen.“ Das Rückspiel findet eine Woche später (27. August) in Salzburg statt.",de,gemini
"Hier ist eine sprachlich überarbeitete Fassung im Stil einer klassischen Lokalnachricht:

In Traismauer (Bezirk St. Pölten-Land) kommt es zu einer Neuauflage der Bürgerbefragung zum Thema Windkraft. Wie Bürgermeister Herbert Pfeffer (SPÖ) am Freitag bekannt gab, wird der genaue Termin sowie die genaue Fragestellung im kommenden Februar vom Gemeinderat beschlossen. Zuvor soll noch ein rechtliches Gutachten des bekannten Verfassungsrechtlers Theo Öhlinger eingeholt werden. 

Die erneute Befragung geht auf den anhaltenden Druck der Unabhängigen Bürgerliste MIT zurück. Diese hatte trotz einer bereits im November 2014 durchgeführten Abstimmung – bei der sich rund zwei Drittel für Teilflächen-Umwidmungen für maximal fünf Windräder ausgesprochen hatten – vehement auf einen zweiten Urnengang gepocht und Unterschriften gesammelt. Nachdem der Gemeinderat das Thema zunächst als erledigt betrachtet hatte, gab schließlich die Bezirkshauptmannschaft St. Pölten der Bürgerliste recht: Gestützt auf die Gemeindeordnung muss eine Befragung stattfinden, wenn eine entsprechende Initiative von mehr als zehn Prozent der Wahlberechtigten unterstützt wird. 

Ungeachtet dessen hatte der Gemeinderat am 16. Dezember 2015 mit den Stimmen von SPÖ und Grünen das Umwidmungsverfahren gestartet. Bürgermeister Pfeffer verwies in diesem Zusammenhang darauf, dass die betroffenen Areale am Seelackenberg und Reutbühel in einer offiziellen Eignungszone des Landes Niederösterreich liegen. 

Die Fronten bleiben indes verhärtet: Laut einer Aussendung von MIT-Sprecherin Elisabeth Wegl vom Freitag wurde nun zusätzlich eine Sachverhaltsdarstellung bei der Volksanwaltschaft eingebracht. Die Bürgerliste fordert einen sofortigen Baustopp und will alle weiteren Schritte bis zum Ausgang der neuen Volksbefragung ausgesetzt sehen.",de,gemini
"Hier ist eine natürlich formulierte, nachrichtenübliche Variante in ähnlicher Länge:

**München – Verkehrsunfall der etwas anderen Art:** In der bayerischen Landeshauptstadt hat eine Autofahrerin während der Fahrt ihren Ehemann aus dem Wagen verloren. Wie die Polizei am Montag mitteilte, stürzte der 28-Jährige am Vortag auf den Asphalt, nachdem er sich gegen die Beifahrertür gelehnt hatte und diese plötzlich aufsprang. Grund für die vorherige Aktion: Der Sicherheitsgurt hatte sich verklemmt, weshalb der Mann an einer roten Ampel kurzzeitig die Tür geöffnet und den Gurt gelöst hatte. Kurz nach dem Wiederanfahren durch seine 30-jährige Frau kam es dann zu dem Missgeschick. Der nicht angegurtete Mann kam glimpflich davon und wurde mit leichten Verletzungen ambulant in einem Krankenhaus behandelt.",de,gemini
"**Die Illusion von Sicherheit: Warum die Impfskepsis zur Gefahr wird**

Immer mehr Eltern entscheiden sich bewusst gegen den Piks für ihren Nachwuchs und fallen dabei auf die Masche von Pseudomedizinern herein. Ein aktuelles Beispiel dafür ist das demnächst erscheinende Kinderbuch „Sarah will nicht geimpft werden“ des deutschen Homöopathen Andreas Bachmair, der bereits 2012 den Titel „Leben ohne Impfung“ herausbrachte. Mit solchen Geschichten will der Betreiber der Webseite impfschaden.info gezielt Gegenwind erzeugen und seine Sicht der Dinge verbreiten. Dabei gehören Schutzimpfungen zu den größten Erfolgen der Medizingeschichte und haben unzählige Leben gerettet.

Dennoch wächst die Skepsis – und das ausgerechnet oft in Bevölkerungsschichten mit hohem Bildungsniveau, wie Virologinnen und Virologen der MedUni Wien mit Blick auf die steigenden Masernzahlen betonen. Das Phänomen ist menschlich verständlich: Eltern wollen das Beste für ihre Kinder und reagieren ängstlich auf angebliche Risiken, die von Impfgegnern verbreitet werden. Weil die gefährlichen Infektionskrankheiten dank jahrzehntelanger Impfpraxis aus dem Alltag verschwunden sind, geraten die tatsächlichen Schrecken dieser Leiden in Vergessenheit. Übrig bleibt die Angst vor vermeintlichen Nebenwirkungen.

Manche Kritiker verfallen gar in radikale Verschwörungstheorien. Ein prominentes Beispiel ist der deutsche Biologe Stefan Lanka, der erst kürzlich nach einem jahrelangen Rechtsstreit um ein Preisgeld für den wissenschaftlichen Nachweis des Masernvirus verurteilt wurde. Lanka, Autor von Schriften wie „Der Masern-Betrug“, leugnet die Existenz von Viren und sieht in Impfungen eine Pharmaverschwörung. Für diese Form der Wissenschaftsleugnung wurde er im Oktober sogar mit dem Schmähpreis „Das Goldene Brett“ ausgezeichnet.

Das mangelnde Verständnis für biologische Zusammenhänge und moderne Medizin führt dazu, dass vermeidbare Krankheiten wie Masern, Mumps oder Kinderlähmung ein Comeback feiern. Dabei gefährdet die Impfverweigerung nicht nur die eigenen Kinder, sondern untergräbt die sogenannte Herdenimmunität. Auf diesen Schutz sind vor allem jene angewiesen, die aus gesundheitlichen Gründen selbst nicht geimpft werden können – wie Säuglinge oder immungeschwächte Menschen. Während in unseren Breiten die Fallzahlen steigen, fordert die Masernepidemie in anderen Regionen der Welt wie dem Kongo Hunderte Todesopfer.

Um diesem Trend entgegenzuwirken, braucht es dringend mehr Aufklärung und wissenschaftliche Öffentlichkeitsarbeit. Solange Ängste und Falschinformationen das Feld beherrschen, bleibt der Wunsch von Eltern, ihre Kinder zu schützen, eine tragische Fehlleitung. Im Buch von Bachmair ärgert sich die kleine Sarah darüber, dass sie wegen fehlender Impfungen nicht mit auf Pfadfindertour darf. Wüsste sie, welche Risiken sie ohne Schutz eingeht, würde sie vermutlich anders entscheiden – für ihre eigene Gesundheit und die ihrer Mitmenschen.",de,gemini
"**Volksanwaltschaft prüft Volksschule in Groß-Siegharts nach neun negativen Schulstufen**

Groß-Siegharts/Wien – Neun negative Jahresbeurteilungen in einer dritten Volksschulklasse in Groß-Siegharts (Bezirk Waidhofen an der Thaya) sorgen für behördliche Ermittlungen. Die Volksanwaltschaft hat ein amtswegiges Prüfverfahren eingeleitet, da Zweifel an der pädagogischen Eignung der Klassenlehrerin sowie der Verdacht auf verwaltungstechnische Missstände im Raum stehen. Volksanwalt Peter Fichtenbauer, zuständig für den Schulbereich, betonte, ein solcher Vorfall sei für die betroffenen Kinder traumatisch. Nun müsse geklärt werden, ob die Schulaufsicht informiert war und ob die Unterrichtsqualität überprüft wurde. Bei nachweisbaren Mängeln fordert Fichtenbauer dienstrechtliche Konsequenzen.

Der zuständige Pflichtschulinspektor Franz Weinberger bestätigte auf APA-Anfrage indes acht entsprechende Fälle. Die betreffende Klasse sei bereits beim Schuleintritt extrem leistungsschwach gewesen. Weinberger wies darauf hin, dass Eltern in der ersten und zweiten Klasse eine von der Schule empfohlene Umstufung abgelehnt hatten. Im Halbjahr der dritten Schulstufe habe es dann acht angekündigte negative Noten gegeben. Vier Familien hätten daraufhin eingelenkt und eine freiwillige Wiederholung beantragt; lediglich eine Familie habe sich gegen das negative Zeugnis in den verbleibenden Fällen ausgesprochen.",de,gemini
"Hier ist eine frisch formulierte, natürlich klingende Nachricht im gleichen Stil und mit ähnlicher Länge:

**Gemeinsame Plattform für Android und Chrome OS – Preview für 2016 im Gespräch**

Seit Sundar Pichai vor einigen Jahren die Leitung von Android zusätzlich zu Chrome OS übernahm, wird in der Tech-Welt über eine mögliche Verschmelzung der beiden Plattformen spekuliert. Wie das „Wall Street Journal“ unter Berufung auf Insider berichtet, macht der inzwischen zum Google-Chef aufgestiegene Pichaiはこの Gerüchte nun tatsächlich wahr: Demnach tüftelt der Konzern bereits seit zwei Jahren an einer technischen Zusammenlegung. Das vereinte Betriebssystem soll dem Vernehmen nach 2017 Marktreife erlangen; ein erster Beta-Blick könnte bereits im kommenden Jahr gewährt werden – hierfür gilt die Entwicklerkonferenz I/O als idealer Schauplatz.

Dass damit das Aus für Chrome OS besiegelt sei, wollte Google allerdings so nicht stehenlassen. Android- und Chrome-Chef Hiroshi Lockheimer betonte umgehend via Twitter das ungebrochene Bekenntnis zu Chrome OS und den Chromebooks, die sich großer Beliebtheit erfreuten. Ein kompletter Abschied von Chrome OS wäre wirtschaftlich auch kaum sinnvoll: Zwar liegt der globale Marktanteil der günstigen Laptops laut IDC bei rund drei Prozent, doch in bestimmten Bereichen dominieren sie klar – etwa an US-Schulen, und auch im Geschäftskundenbereich steigen die Verkaufszahlen kontinuierlich.

Vielmehr deutet vieles darauf hin, dass Google lediglich ein einheitliches technologisches Fundament gießt, um von dort aus verschiedene Geräteklassen zu bedienen. Das würde nicht nur doppelte Entwicklungsarbeit einsparen, sondern auch die jeweiligen Vorzüge beider Systeme bündeln. 

Spannend bleibt dabei die Frage, wie sich dieser Schritt auf das oft kritisierte Update-Dilemma von Android auswirkt. Chromebooks erhalten schließlich – unabhängig vom Hersteller – im Sechs-Wochen-Takt automatische Aktualisierungen. Wie sich das mit den Anpassungswünschen von Hardware-Partnern wie Samsung vereinbaren lässt, bleibt abzuwarten.

Erste Schritte in Richtung Annäherung gab es in der Vergangenheit bereits: So lassen sich vereinzelt Android-Apps unter Chrome OS ausführen, und künftig soll der Play Store ohnehin alle Formfaktoren von Smartphones bis hin zu Desktop-PCs mit Anwendungen versorgen. Auch bei anderen Google-Produkten zeigt sich dieser Trend. So basieren sowohl die Chromecast-Software als auch das IoT-Betriebssystem Brillo technisch auf einer Mischung beider Welten. Nicht zuletzt verwies auch das kürzlich präsentierte Tablet Pixel C, das gezielt auf den Betrieb mit Tastatur ausgelegt ist, unverkennbar auf eine verschmolzene Zukunft.",de,gemini
"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originaltextes beibehält:

**Abuja/Wien –** Wegen der anhaltend niedrigen Ölpreise steckt Nigerias Wirtschaft in einer schweren Krise. Der Naira hat im Vergleich zum US-Dollar massiv an Wert verloren, was den Haushalt des bevölkerungsreichsten Landes auf dem Kontinent stark belastet. Um die Währung zu stützen und den florierenden Devisen-Schwarzmarkt auszutrocknen, hat die Regierung den Zahlungsverkehr drastisch eingeschränkt. Bisher zeigen die Maßnahmen jedoch kaum Wirkung – im Gegenteil: Der illegale Handel blüht auf, neuerdings sogar im Schatten von Straßenbäumen in der Hauptstadt Abuja. Die nigerianische Zentralbank reagiert darauf mit brachialen Mitteln und lässt die Bäume kurzerhand roden, um den Händlern den Unterschlupf zu nehmen.

Hinter der Krise steckt ein gigantisches Problem: Laut Schätzungen der Organisation Global Financial Integrity belaufen sich die jährlichen Schwarzgeldströme in Nigeria auf rund 15,7 Milliarden US-Dollar. Ein Großteil davon landet unversteuert im Ausland, wird gewaschen oder finanziert terroristische Netzwerke. Um dem Einhalt zu gebieten, dürfen Banken Deviseneinzahlungen nur noch bei lückenlosem legalen Herkunftsnachweis annehmen. Auch der Umtausch in Fremdwährungen ist streng reglementiert und setzt einen triftigen Grund wie eine Auslandsreise voraus. Zudem gilt ein tägliches Abhebungslimit von umgerechnet rund 270 Euro. 

Ob der harte Kurs Erfolg haben wird, ist ungewöhnlich ungewiss. Kritiker warnen, dass die künstliche Verknappung von Devisen den Schwarzmarkt paradoxerweise erst recht ankurbelt. Zudem drohten die strengen Kontrollen das ohnehin schwache Wirtschaftswachstum weiter zu bremsen und wichtige ausländische Investoren abzuschrecken.",de,gemini
"Hier ist eine neu formulierte Version im typischen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Wien – Nach einer von der Familienministerin erzwungenen Pause sprechen SPÖ und ÖVP wieder über die umstrittene Reform des Kinderbetreuungsgeldes. Frauenministerin Gabriele Heinisch-Hosek und Familienministerin Sophie Karmasin haben die Gespräche erneut aufgenommen. Karmasin, die die Verhandlungen vor wenigen Wochen wegen mangelnder Fortschritte abgebrochen hatte, fordert nun Kompromissbereitschaft von den Sozialdemokraten. Aufgefordert von der Regierungsspitze waren beide Ministerinnen an den Verhandlungstisch zurückgekehrt. Vor dem Ministerrat betonte Karmasin am Dienstag, sie führe die Gespräche zwar konstruktiv und offen, erwarte aber Entgegenkommen der SPÖ. Aus dem Frauenressort war dazu vorerst nur zu hören, dass man verhandle. Über konkrete Inhalte und Termine wurde Stillschweigen vereinbart.**",de,gemini
"Bangladesh gripped by protests: Opposition members have shut down numerous towns and cities across the country, following a tragic incident in which 18 people were killed by explosions at a political rally the previous day.",en,gpt_oss_groq
"Seeking continuity, Washington’s head coach Joe Gibbs says the team will make only minimal roster moves this offseason and aims to build a lasting culture of stability in the capital.",en,gpt_oss_groq
"Will Putin’s consolidation of power actually boost Russia’s security? On the surface, the country appears unchanged since the series of terrorist attacks that culminated in the Beslan school massacre in September.",en,gpt_oss_groq
"U2 has been tapped to appear in Apple’s upcoming iTunes commercials, which will run during Tuesday’s baseball broadcasts, spotlighting the famously media‑averse Irish band.",en,gpt_oss_groq
"South Africa’s public broadcaster, the SABC, has issued an apology after a news segment mistakenly aired graphic footage of an American who was beheaded in Iraq. The network acknowledged the error and said it will review its editorial procedures to prevent similar incidents.",en,gpt_oss_groq
"**A Cosmic Cataclysm: The Collision of Galaxy Clusters**  
Astronomers have identified what they’re dubbing the ultimate “cosmic storm” – a massive convergence of galaxy clusters whose combined energy release rivals only the Big Bang itself. This colossal encounter, observed through high‑energy telescopes, showcases the staggering power unleashed when these massive structures collide, offering a rare glimpse into the most extreme forces shaping the universe.",en,gpt_oss_groq
"Four Western nations escalated tensions with Tehran yesterday, issuing an immediate demand that Iran halt all uranium enrichment operations, and setting a firm deadline for compliance.",en,gpt_oss_groq
Computer Associates International Inc. revealed on Wednesday that it will implement a restructuring program that will trim its global workforce by 800 positions. The cut is expected to lower the software maker’s operating costs by about $70 million a year once the plan is fully in effect.,en,gpt_oss_groq
Computer Associates (CA) has delivered on its pledge to introduce more flexible software pricing by launching Measured Workload Pricing for its mainframe management solutions.,en,gpt_oss_groq
The Kansas City Fed reported that economic activity kept gaining momentum throughout September and the start of October across the Great Plains and Rocky Mountain states within its Tenth District.,en,gpt_oss_groq
"Dikembe Mutombo, 38, has accepted a sign‑and‑trade that will move him from the Chicago Bulls to the Houston Rockets. In return, Houston will send forward Eric Piatkowski, guard Adrian Griffin and guard Mike Wilks to Chicago, the Houston Chronicle reports. Mutombo is expected to serve as a backup center and a veteran mentor for the Rockets’ young big men.",en,gpt_oss_groq
"RBC Centura Bank’s chief executive has resigned. The incoming leader will operate the institution from Raleigh, shifting the headquarters away from its traditional base in Rocky Mount.",en,gpt_oss_groq
"SCO’s attempt to launch a Groklaw‑style site has been shelved, Infoworld reports. The company, which floated the idea just a month ago, says the project is now on hold.",en,gpt_oss_groq
"Paris commemorated the 60th anniversary of its liberation with a sober series of events that highlighted both the triumph and the complexities of the era. A flag‑raising ceremony took place atop the Eiffel Tower, while historic 1940s‑era tanks and army jeeps rolled through the city’s streets, evoking the military presence that helped drive out the occupiers. Organisers also used the occasion to reflect on France’s wartime collaboration, underscoring the importance of remembering all facets of that pivotal moment in history.",en,gpt_oss_groq
"Oracle’s takeover of PeopleSoft sparked a wave of merger activity

NEW YORK (CBS) — U.S. equities finished the session on a positive note Monday, with the Dow Jones Industrial Average climbing to its highest point in over nine months. The rally was fueled by stronger‑than‑expected economic figures and renewed optimism surrounding corporate combinations.",en,gpt_oss_groq
"Matt Emmons found himself in the wrong venue—Athens—while trying to keep his composure. Instead of calming himself, his attention should have been on the proper target.",en,gpt_oss_groq
"**Mularkey Keeps Bledsoe in Charge, Losman Still on Bench**  
Buffalo head coach Mike Mularkey told critics demanding a change that rookie quarterback J.P. Losman will not be thrust into the starting role just yet. For now, the team will continue with veteran Drew Bledsoe under center.",en,gpt_oss_groq
